Year,Team,off_G,off_PA,off_HR,off_R,off_RBI,off_SB,off_BB%,off_K%,off_ISO,off_BABIP,off_AVG,off_OBP,off_SLG,off_wOBA,off_wRC+,off_BsR,off_Off,off_Def,off_WAR,pit_W,pit_L,pit_SV,pit_G,pit_GS,pit_IP,pit_R,pit_K/9,pit_BB/9,pit_HR/9,pit_BABIP,pit_LOB%,pit_GB%,pit_HR/FB,pit_ERA,pit_FIP,pit_xFIP,pit_WAR,def_Inn,def_rSB,def_rGDP,def_rARM,def_rGFP,def_rPM,def_DRS,def_BIZ,def_Plays,def_RZR,def_OOZ,def_CPP,def_RPP,def_TZL,def_FSR,def_ARM,def_DPR,def_RngR,def_ErrR,def_UZR,def_UZR/150,def_Def,lgID,teamID,G,W,L,DivWin,WCWin,LgWin,WSWin,playoffs
1978,White Sox,1790,5956,106,634,595,83,0.069,0.105,0.115,0.279,0.264,0.317,0.379,0.315,95,-8.7,-42.1,-29.5,12.8,71,90,33,361,161,1409.1,731,4.53,3.74,0.82,0.271,0.698,,,4.23,4.1,,6.8,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,161,71,90,N,,N,N,False
1949,Pirates,1878,5870,126,678,626,48,0.093,0.094,0.125,0.27,0.259,0.332,0.384,0.337,87,8.4,-90.0,27.1,12.7,71,83,15,333,154,1356.0,765,3.69,3.55,0.94,0.282,0.689,,,4.57,4.31,,12.4,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,154,71,83,,,N,N,False
1947,White Sox,1778,5833,53,553,519,91,0.084,0.09,0.086,0.276,0.256,0.321,0.342,0.314,86,-5.8,-103.1,42.0,12.7,70,84,27,339,155,1391.0,661,3.38,3.9,0.49,0.271,0.708,,,3.64,3.8,,11.4,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,155,70,84,,,N,N,False
2012,Orioles,2282,6160,214,712,677,58,0.078,0.213,0.17,0.286,0.247,0.311,0.417,0.317,96,-18.1,-45.0,-37.8,12.7,93,69,55,654,162,1483.0,705,7.14,2.92,1.12,0.285,0.738,0.447,11.7 %,3.9,4.2,4.14,16.3,13347.0,4.0,0.0,-1.0,-6.0,-12.0,-5.0,2266.0,1872.0,0.826,507.0,58.0,2.8,,16.0,-4.4,-0.1,-17.3,-7.1,-28.8,-4.7,-17.1,AL,Orioles,162,93,69,N,Y,N,N,True
2014,Indians,2391,6222,142,669,644,104,0.081,0.191,0.136,0.296,0.253,0.317,0.389,0.313,98,9.9,-1.7,-82.4,12.7,85,77,40,735,162,1468.1,653,8.89,2.84,0.83,0.309,0.732,0.467,10.0 %,3.57,3.42,3.36,20.8,13215.0,4.0,-5.0,4.0,8.0,-77.0,-66.0,2211.0,1785.0,0.807,443.0,86.0,2.6,,-27.0,1.7,-2.8,-62.8,-8.6,-72.4,-9.7,-64.8,AL,Indians,162,85,77,N,N,N,N,False
1997,Twins,1962,6267,132,772,730,151,0.079,0.179,0.139,0.313,0.27,0.333,0.409,0.327,91,8.2,-67.9,-22.3,12.7,68,94,30,552,162,1434.0,861,5.7,3.11,1.17,0.305,0.678,,,5.02,4.64,,11.7,,,,,,,,,,,,,,,,,,,,,,,AL,Twins,162,68,94,N,N,N,N,False
1995,Rangers,1548,5566,138,691,651,90,0.095,0.158,0.144,0.296,0.265,0.338,0.41,0.331,91,-3.9,-68.6,8.0,12.7,74,70,34,454,144,1285.0,720,5.87,3.6,1.06,0.302,0.706,,,4.66,4.62,,14.1,,,,,,,,,,,,,,,,,,,,,,,AL,Rangers,144,74,70,N,N,N,N,False
1968,Phillies,1952,5957,100,543,504,58,0.077,0.168,0.1,0.267,0.233,0.294,0.334,0.286,89,-5.0,-67.5,-28.9,12.7,76,86,27,389,162,1448.1,615,5.81,2.62,0.57,0.289,0.722,,,3.36,2.87,,12.9,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,162,76,86,,,N,N,False
1982,Athletics,1833,6154,149,691,659,232,0.095,0.154,0.131,0.258,0.236,0.309,0.367,0.305,91,12.2,-54.1,-17.6,12.7,68,94,22,401,162,1456.0,819,4.31,4.01,1.09,0.272,0.705,,,4.54,4.74,,3.6,,,,,,,,,,,,,,,,,,,,,,,AL,Athletics,162,68,94,N,,N,N,False
2003,Athletics,2197,6189,176,768,742,48,0.09,0.145,0.162,0.273,0.254,0.327,0.417,0.322,95,5.2,-35.5,-49.1,12.7,96,66,48,526,162,1441.2,643,6.36,3.12,0.87,0.274,0.736,0.466,9.8 %,3.63,4.03,4.21,22.4,12975.0,2.0,-2.0,-6.0,0.0,13.0,10.0,2324.0,1756.0,0.756,325.0,,,,,-11.5,-5.1,-26.5,6.7,-36.4,-8.2,-33.4,AL,Athletics,162,96,66,Y,N,N,N,True
2004,Blue Jays,2194,6178,145,719,680,58,0.083,0.175,0.143,0.298,0.26,0.328,0.403,0.32,88,-9.3,-107.0,26.4,12.7,67,94,37,592,161,1421.0,823,6.05,3.85,1.15,0.296,0.703,0.447,11.2 %,4.93,4.77,4.73,11.7,12789.0,6.0,-3.0,11.0,-3.0,25.0,37.0,2691.0,1977.0,0.735,344.0,,,,,8.3,0.1,17.9,10.0,36.3,6.2,41.3,AL,Blue Jays,161,67,94,N,N,N,N,False
1981,Giants,1459,4258,63,427,399,89,0.091,0.128,0.107,0.275,0.25,0.32,0.357,0.309,95,-0.6,-26.1,2.6,12.7,56,55,33,322,111,1009.1,414,5.0,3.5,0.51,0.279,0.744,,,3.28,3.46,,7.4,,,,,,,,,,,,,,,,,,,,,,,NL,SFN,111,56,55,N,,N,N,False
1971,Brewers,2072,5894,104,534,496,82,0.092,0.157,0.1,0.259,0.229,0.304,0.329,0.292,81,-1.9,-127.4,70.0,12.6,69,92,32,399,161,1416.1,609,5.05,3.62,0.83,0.263,0.751,,,3.38,3.78,,9.4,,,,,,,,,,,,,,,,,,,,,,,AL,ML4,161,69,92,N,,N,N,False
1996,Dodgers,2211,6182,150,702,661,124,0.083,0.192,0.132,0.294,0.252,0.317,0.384,0.308,91,5.4,-67.4,11.5,12.6,90,72,50,545,162,1466.1,652,7.44,3.28,0.77,0.291,0.731,,,3.48,3.8,,20.5,,,,,,,,,,,,,,,,,,,,,,,NL,LAN,162,90,72,N,Y,N,N,True
2015,Padres,2396,6019,148,650,623,82,0.071,0.22,0.142,0.292,0.243,0.3,0.385,0.298,90,5.0,-68.0,-0.7,12.6,74,88,41,678,162,1440.1,731,8.7,3.22,1.07,0.303,0.711,0.469,13.3 %,4.09,3.93,3.71,12.6,12963.0,2.0,0.0,-10.0,5.0,-25.0,-28.0,2056.0,1673.0,0.814,487.0,,,,-38.0,-9.3,0.2,-27.7,2.4,-34.4,-6.4,-31.4,NL,SDN,162,74,88,N,N,N,N,False
1944,Twins,1653,5924,33,592,530,127,0.079,0.08,0.069,0.281,0.261,0.324,0.33,0.314,91,-0.8,-63.1,-12.9,12.6,64,90,11,264,154,1381.0,664,3.28,3.1,0.31,0.279,0.676,,,3.49,3.35,,12.5,,,,,,,,,,,,,,,,,,,,,,,AL,WS1,154,64,90,,,N,N,False
2002,Pirates,2343,6053,142,641,611,86,0.089,0.183,0.137,0.281,0.244,0.319,0.38,0.308,84,7.9,-114.1,43.3,12.6,72,89,47,619,161,1412.2,730,5.86,3.64,1.04,0.29,0.728,0.478,12.0 %,4.24,4.49,4.32,7.1,12714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,7.9,8.2,-7.2,1.2,10.0,3.6,10.0,NL,Pirates,161,72,89,N,N,N,N,False
1969,White Sox,2178,6158,112,625,585,54,0.09,0.137,0.11,0.272,0.247,0.32,0.357,0.31,88,4.7,-78.0,16.6,12.6,68,94,25,427,162,1437.2,723,5.07,3.53,0.91,0.285,0.722,,,4.21,3.95,,12.2,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,162,68,94,N,,N,N,False
1982,Cubs,2249,6141,102,676,647,132,0.075,0.142,0.115,0.289,0.26,0.317,0.375,0.308,87,-1.1,-87.5,1.7,12.5,73,89,43,516,162,1447.1,709,4.75,2.81,0.78,0.288,0.706,,,3.93,3.78,,13.0,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,162,73,89,N,,N,N,False
1998,Expos/Nationals,2319,6042,147,644,602,91,0.073,0.175,0.145,0.283,0.249,0.31,0.394,0.309,83,-1.9,-134.4,71.3,12.5,65,97,39,605,162,1427.0,783,6.41,3.36,0.98,0.291,0.69,,,4.39,4.38,,12.2,,,,,,,,,,,,,,,,,,,,,,,NL,MON,162,65,97,N,N,N,N,False
2008,Pirates,2340,6278,153,735,705,57,0.076,0.165,0.145,0.29,0.258,0.32,0.403,0.317,89,0.1,-89.2,11.3,12.5,67,95,34,659,162,1455.0,884,5.96,4.06,1.09,0.311,0.695,0.44,10.8 %,5.1,4.84,4.74,4.4,13095.0,4.0,1.0,-7.0,6.0,-15.0,-13.0,2481.0,2049.0,0.826,442.0,61.0,-3.1,,,-5.1,-2.5,-18.1,1.1,-24.6,-3.9,-23.7,NL,Pirates,162,67,95,N,N,N,N,False
2003,Royals,2217,6239,162,836,781,120,0.076,0.148,0.153,0.301,0.274,0.336,0.427,0.332,95,7.3,-30.2,-57.8,12.5,83,79,36,570,162,1438.2,867,5.41,3.54,1.19,0.295,0.689,0.416,11.0 %,5.07,4.86,4.9,9.7,12948.0,2.0,0.0,4.0,0.0,-49.0,-47.0,2706.0,1971.0,0.728,357.0,,,,,2.4,2.6,-49.3,-0.9,-45.2,-5.0,-44.2,AL,KCA,162,83,79,N,N,N,N,False
1925,Yankees,1804,6012,110,705,652,69,0.078,0.08,0.136,0.286,0.275,0.336,0.41,0.343,88,-6.5,-109.4,29.5,12.5,69,85,13,279,156,1387.2,774,3.19,3.28,0.51,0.298,0.665,,,4.33,4.29,,13.8,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,156,69,85,,,N,N,False
2007,Pirates,2304,6214,148,724,694,68,0.075,0.183,0.149,0.303,0.263,0.325,0.411,0.322,90,-10.4,-94.0,16.8,12.5,68,94,32,657,162,1447.2,846,6.2,3.22,1.08,0.315,0.695,0.441,10.0 %,4.94,4.66,4.6,10.9,13029.0,-2.0,8.0,1.0,4.0,-38.0,-24.0,2502.0,2022.0,0.808,366.0,,,,,1.2,3.4,-33.6,11.0,-18.0,-1.9,-21.0,NL,Pirates,162,68,94,N,N,N,N,False
2005,Diamondbacks,2370,6327,191,696,670,67,0.096,0.173,0.165,0.285,0.256,0.332,0.421,0.328,91,1.3,-71.2,-10.7,12.4,77,85,45,620,162,1456.1,856,6.41,3.32,1.19,0.303,0.693,0.454,12.9 %,4.87,4.55,4.25,11.9,13107.0,-1.0,1.0,-15.0,0.0,1.0,-12.0,2794.0,2024.0,0.724,347.0,,,,,-5.5,-2.2,-44.9,8.6,-44.0,-6.8,-44.0,NL,Diamondbacks,162,77,85,N,N,N,N,False
2007,Astros,2409,6324,167,723,700,65,0.086,0.165,0.152,0.291,0.26,0.33,0.412,0.325,92,-17.9,-86.6,5.3,12.4,73,89,38,638,162,1464.2,813,6.81,3.13,1.27,0.3,0.717,0.44,11.5 %,4.7,4.73,4.44,11.8,13182.0,-6.0,-9.0,-5.0,-2.0,-25.0,-40.0,2468.0,2001.0,0.811,400.0,,,,,-1.7,-5.2,-11.9,-5.2,-24.1,-3.9,-27.1,NL,Astros,162,73,89,N,N,N,N,False
1995,Rockies,2118,5647,200,785,749,125,0.086,0.167,0.189,0.311,0.282,0.35,0.471,0.357,91,-2.1,-65.8,1.8,12.4,77,67,43,600,144,1288.1,783,6.22,3.58,1.12,0.313,0.685,,,4.97,4.62,,14.0,,,,,,,,,,,,,,,,,,,,,,,NL,Rockies,144,77,67,N,Y,N,N,True
1980,Twins,1825,6131,99,670,634,62,0.071,0.115,0.116,0.286,0.265,0.319,0.381,0.314,88,-6.3,-91.3,9.2,12.4,77,84,30,374,161,1451.0,724,4.61,2.9,0.74,0.289,0.695,,,3.93,3.82,,18.0,,,,,,,,,,,,,,,,,,,,,,,AL,Twins,161,77,84,N,,N,N,False
1941,Twins,1704,6067,52,728,671,79,0.077,0.08,0.104,0.291,0.272,0.331,0.376,0.331,88,-1.7,-95.6,-1.8,12.4,70,83,7,296,156,1389.1,798,3.52,3.91,0.45,0.295,0.658,,,4.35,3.87,,14.6,,,,,,,,,,,,,,,,,,,,,,,AL,WS1,156,70,84,,,N,N,False
1990,Twins,1804,6086,100,666,625,96,0.073,0.123,0.12,0.289,0.265,0.324,0.385,0.319,94,-4.1,-47.7,-25.0,12.4,74,88,43,472,162,1435.2,729,5.47,3.07,0.84,0.298,0.705,,,4.14,3.89,,14.4,,,,,,,,,,,,,,,,,,,,,,,AL,Twins,162,74,88,N,,N,N,False
1956,Phillies,1895,5905,121,668,616,45,0.099,0.113,0.128,0.268,0.253,0.329,0.381,0.318,93,3.2,-48.1,2.1,12.4,71,83,15,366,154,1377.1,738,4.9,2.86,1.12,0.274,0.695,,,4.2,3.92,,12.6,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,154,71,83,,,N,N,False
1973,Mets,1956,6160,85,606,552,27,0.088,0.131,0.092,0.273,0.246,0.315,0.338,0.299,85,-0.5,-105.8,31.3,12.4,82,79,40,355,161,1465.0,588,6.31,3.01,0.78,0.273,0.756,,,3.27,3.34,,19.0,,,,,,,,,,,,,,,,,,,,,,,NL,NYN,161,82,79,Y,,Y,N,True
1979,Cubs,2209,6171,135,706,663,73,0.077,0.123,0.134,0.29,0.269,0.329,0.403,0.326,90,-4.5,-75.7,-12.2,12.3,80,82,44,449,162,1446.2,707,5.8,3.24,0.79,0.298,0.719,,,3.9,3.75,,18.9,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,162,80,82,N,,N,N,False
1991,Phillies,2187,6105,111,629,587,92,0.08,0.167,0.117,0.276,0.242,0.303,0.359,0.298,85,6.4,-98.0,19.0,12.3,78,84,35,483,162,1463.0,680,6.08,4.12,0.68,0.273,0.724,,,3.86,3.95,,9.8,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,162,78,84,N,,N,N,False
1957,Giants,2073,5880,157,643,612,64,0.076,0.113,0.141,0.262,0.253,0.311,0.393,0.313,89,1.8,-78.0,21.8,12.3,69,85,20,424,154,1398.2,701,4.51,3.03,0.97,0.277,0.717,,,4.01,3.94,,10.7,,,,,,,,,,,,,,,,,,,,,,,NL,NY1,154,69,85,,,N,N,False
1931,Reds,1790,5860,21,592,562,24,0.069,0.079,0.083,0.292,0.269,0.323,0.352,0.316,85,3.6,-106.5,46.5,12.3,58,96,6,287,154,1345.0,742,2.12,2.67,0.34,0.297,0.646,,,4.22,4.07,,9.6,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,154,58,96,,,N,N,False
1920,Pirates,1601,5776,16,529,448,180,0.064,0.07,0.075,0.277,0.257,0.31,0.332,0.306,82,5.7,-108.1,43.9,12.3,79,75,10,240,155,1415.1,552,2.82,1.78,0.16,0.272,0.689,,,2.89,3.0,,19.7,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,155,79,75,,,N,N,False
1969,Phillies,1993,6079,137,645,593,73,0.09,0.186,0.131,0.279,0.241,0.312,0.372,0.31,92,-1.9,-61.0,-36.4,12.2,63,99,21,398,162,1434.0,745,5.78,3.58,0.84,0.296,0.709,,,4.17,3.71,,9.3,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,162,63,99,N,,N,N,False
1978,Cubs,2296,6256,72,664,612,110,0.09,0.119,0.097,0.291,0.264,0.331,0.361,0.314,85,0.9,-106.6,17.0,12.2,79,83,38,489,162,1455.1,724,4.75,3.33,0.77,0.281,0.707,,,4.06,3.83,,13.2,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,162,79,83,N,,N,N,False
1941,Braves,1954,5968,48,592,552,61,0.079,0.101,0.083,0.275,0.251,0.312,0.334,0.306,84,9.6,-103.6,46.2,12.2,62,92,9,332,156,1385.2,720,2.9,3.6,0.49,0.276,0.68,,,3.95,3.99,,7.1,,,,,,,,,,,,,,,,,,,,,,,NL,BSN,156,62,92,,,N,N,False
2010,Indians,2255,6165,128,646,601,91,0.088,0.192,0.13,0.293,0.248,0.322,0.378,0.311,94,1.3,-40.7,-51.9,12.2,69,93,34,632,162,1433.0,752,6.07,3.59,0.92,0.297,0.714,0.479,9.3 %,4.3,4.4,4.41,7.8,12897.0,-1.0,0.0,16.0,1.0,-14.0,-3.0,2490.0,2029.0,0.815,447.0,60.0,-0.9,,-36.0,11.2,0.4,-41.2,-4.2,-33.8,-2.5,-35.7,AL,Indians,162,69,93,N,N,N,N,False
1957,Phillies,1902,5884,116,621,563,57,0.09,0.128,0.124,0.27,0.25,0.322,0.374,0.312,88,5.3,-78.6,21.4,12.2,77,77,23,365,156,1401.2,656,5.51,2.65,0.89,0.274,0.712,,,3.79,3.45,,19.7,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,156,77,77,,,N,N,False
1998,Dodgers,2090,6071,158,668,629,137,0.074,0.174,0.135,0.284,0.252,0.31,0.387,0.307,88,4.3,-90.5,24.1,12.2,83,79,47,504,162,1447.1,678,7.33,3.65,0.84,0.284,0.726,,,3.81,4.06,,17.5,,,,,,,,,,,,,,,,,,,,,,,NL,LAN,162,83,79,N,N,N,N,False
1999,White Sox,1904,6264,162,777,742,110,0.08,0.129,0.152,0.297,0.277,0.337,0.429,0.335,94,-0.5,-53.4,-37.7,12.2,75,86,39,571,162,1438.1,870,6.06,3.73,1.31,0.303,0.708,,,4.92,5.06,,11.3,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,162,75,86,N,N,N,N,False
1925,Cubs,1682,5933,86,722,660,94,0.067,0.079,0.122,0.289,0.275,0.329,0.397,0.335,83,-0.4,-141.6,59.3,12.1,68,86,10,269,154,1370.0,773,2.84,3.19,0.67,0.296,0.676,,,4.41,4.57,,10.1,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,154,68,86,,,N,N,False
1960,Tigers,1952,5988,150,633,601,66,0.106,0.122,0.136,0.251,0.239,0.324,0.375,0.316,87,2.6,-96.0,40.0,12.1,71,83,25,363,154,1405.2,644,5.28,3.03,0.9,0.267,0.731,,,3.64,3.77,,20.2,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,154,71,83,,,N,N,False
2001,Mets,2262,6155,147,642,608,66,0.089,0.173,0.137,0.283,0.249,0.323,0.387,0.309,87,-7.9,-115.7,37.9,12.1,82,80,48,559,162,1445.2,713,7.41,2.73,1.16,0.29,0.724,,,4.08,4.07,,17.2,,,,,,,,,,,,,,,,,,,,,,,NL,NYN,162,82,80,N,N,N,N,False
1965,Yankees,2115,6075,149,611,576,35,0.08,0.156,0.129,0.258,0.235,0.298,0.364,0.295,89,-0.3,-76.4,6.6,12.1,77,85,31,414,162,1459.2,604,6.17,3.15,0.78,0.272,0.748,,,3.28,3.38,,16.6,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,162,77,85,,,N,N,False
2015,Braves,2340,6034,100,573,548,69,0.078,0.183,0.108,0.297,0.251,0.314,0.359,0.296,84,-2.5,-115.3,40.8,12.1,67,95,44,694,162,1425.1,760,7.25,3.47,1.07,0.305,0.714,0.434,11.3 %,4.41,4.34,4.36,4.9,12828.0,0.0,6.0,-13.0,-8.0,-6.0,-16.0,2215.0,1793.0,0.81,484.0,,,,-17.0,-5.2,5.5,4.4,2.9,7.6,0.5,11.6,NL,Braves,162,67,95,N,N,N,N,False
1991,Mariners,1849,6237,126,702,665,97,0.094,0.13,0.128,0.276,0.255,0.328,0.383,0.319,95,1.8,-31.5,-53.4,12.1,83,79,48,545,162,1464.1,674,6.16,3.86,0.84,0.281,0.742,,,3.79,4.08,,14.3,,,,,,,,,,,,,,,,,,,,,,,AL,Mariners,162,83,79,N,,N,N,False
2012,Mariners,2236,6057,149,619,584,104,0.077,0.208,0.135,0.276,0.234,0.296,0.369,0.291,87,-1.3,-91.0,5.1,12.0,75,87,43,613,162,1456.2,651,7.2,2.77,1.03,0.282,0.742,0.429,10.6 %,3.76,4.0,4.09,14.8,13110.0,1.0,7.0,-1.0,-1.0,20.0,18.0,2185.0,1830.0,0.838,508.0,55.0,-8.3,,12.0,-5.2,7.5,13.1,12.2,27.7,3.3,14.4,AL,Mariners,162,75,87,N,N,N,N,False
1983,Angels,1717,6294,154,722,682,41,0.081,0.133,0.132,0.28,0.26,0.322,0.393,0.32,97,-8.2,-33.2,-59.1,12.0,70,92,23,399,162,1474.0,779,4.08,3.03,0.79,0.297,0.699,,,4.32,4.07,,15.7,,,,,,,,,,,,,,,,,,,,,,,AL,CAL,162,70,92,N,,N,N,False
1994,Twins,1201,4409,103,594,556,94,0.081,0.144,0.15,0.304,0.276,0.34,0.427,0.336,95,5.7,-21.5,-5.4,12.0,53,60,29,385,113,1005.0,688,5.39,3.47,1.37,0.313,0.662,,,5.69,5.16,,5.7,,,,,,,,,,,,,,,,,,,,,,,AL,Twins,113,53,60,,,,,False
1954,Cubs,1861,5960,159,699,639,46,0.08,0.116,0.149,0.276,0.264,0.325,0.412,0.337,89,1.0,-84.8,14.1,12.0,64,90,19,364,154,1374.1,766,4.07,4.05,0.86,0.269,0.683,,,4.51,4.14,,14.1,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,154,64,90,,,N,N,False
2014,White Sox,2285,6077,155,660,625,85,0.069,0.224,0.146,0.306,0.253,0.31,0.398,0.312,99,-14.2,-24.6,-61.7,12.0,73,89,36,615,162,1441.0,758,7.2,3.48,0.87,0.306,0.704,0.461,9.4 %,4.3,4.1,4.11,11.0,12969.0,-1.0,8.0,-3.0,3.0,-59.0,-52.0,2320.0,1847.0,0.796,531.0,82.0,-5.9,,-24.0,-2.2,10.0,-41.6,-5.4,-39.1,-4.4,-48.0,AL,CHA,162,73,89,N,N,N,N,False
2012,Blue Jays,2289,6094,198,716,677,123,0.078,0.205,0.161,0.281,0.245,0.309,0.407,0.311,92,2.5,-55.8,-32.0,12.0,73,89,29,657,162,1443.2,784,7.12,3.58,1.27,0.291,0.72,0.465,14.1 %,4.64,4.66,4.3,7.4,12993.0,0.0,-4.0,16.0,5.0,37.0,62.0,2238.0,1864.0,0.833,464.0,82.0,1.5,,-10.0,10.1,-4.7,-26.4,3.6,-17.3,-1.2,-8.8,AL,Blue Jays,162,73,89,N,N,N,N,False
1997,Athletics,2045,6369,197,764,714,71,0.101,0.185,0.163,0.295,0.26,0.339,0.423,0.336,101,-0.9,8.2,-107.8,12.0,65,97,38,642,162,1445.1,946,5.93,4.0,1.23,0.324,0.69,,,5.49,5.03,,4.8,,,,,,,,,,,,,,,,,,,,,,,AL,Athletics,162,65,97,N,N,N,N,False
1954,Twins,1820,6005,81,632,592,37,0.102,0.12,0.108,0.27,0.246,0.325,0.355,0.317,88,3.5,-81.4,12.0,12.0,66,88,7,313,155,1383.1,680,3.66,3.73,0.51,0.277,0.697,,,3.84,3.62,,15.3,,,,,,,,,,,,,,,,,,,,,,,AL,WS1,155,66,88,,,N,N,False
1984,Dodgers,2197,6022,102,580,530,109,0.081,0.137,0.105,0.269,0.244,0.306,0.349,0.295,87,-5.8,-95.1,10.4,12.0,79,83,27,420,162,1460.2,600,6.36,3.07,0.47,0.289,0.725,,,3.17,3.09,,22.0,,,,,,,,,,,,,,,,,,,,,,,NL,LAN,162,79,83,N,,N,N,False
1997,Padres,2209,6373,152,795,761,140,0.095,0.177,0.136,0.312,0.271,0.342,0.407,0.331,102,2.6,15.4,-94.2,11.9,76,86,43,588,162,1450.0,891,6.57,3.7,1.07,0.31,0.674,,,4.98,4.55,,7.1,,,,,,,,,,,,,,,,,,,,,,,NL,SDN,162,76,86,N,N,N,N,False
1967,Reds,1985,6012,109,604,560,92,0.062,0.161,0.124,0.281,0.248,0.297,0.372,0.298,84,-1.3,-106.9,13.0,11.9,87,75,39,397,162,1468.0,563,6.53,3.05,0.62,0.276,0.756,,,3.05,3.09,,22.3,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,162,87,75,,,N,N,False
2013,Yankees,2253,6044,144,650,614,115,0.077,0.201,0.133,0.285,0.242,0.307,0.376,0.301,86,5.3,-88.3,-0.2,11.9,85,77,49,590,162,1447.1,671,7.67,2.72,1.06,0.302,0.746,0.44,11.5 %,3.94,3.89,3.76,17.6,13026.0,2.0,-4.0,2.0,5.0,20.0,23.0,2170.0,1765.0,0.813,561.0,73.0,2.0,,1.0,3.6,-5.4,7.9,6.4,12.5,2.0,21.4,AL,NYA,162,85,77,N,N,N,N,False
1987,Astros,2212,6149,122,648,603,162,0.086,0.152,0.12,0.282,0.253,0.318,0.373,0.304,85,10.4,-104.0,13.1,11.9,76,86,33,478,162,1441.1,678,7.1,3.28,0.88,0.285,0.72,,,3.85,3.71,,18.3,,,,,,,,,,,,,,,,,,,,,,,NL,Astros,162,76,86,N,,N,N,False
1919,Orioles,1522,5299,31,535,460,74,0.074,0.084,0.091,0.287,0.264,0.326,0.355,0.327,89,-11.4,-80.9,3.9,11.9,67,72,4,235,140,1256.0,562,2.97,3.02,0.25,0.282,0.693,,,3.13,3.29,,11.6,,,,,,,,,,,,,,,,,,,,,,,AL,SLA,140,67,72,,,N,N,False
1917,Athletics,1648,5781,17,528,457,112,0.075,0.09,0.069,0.28,0.254,0.316,0.323,0.313,92,-8.6,-58.6,-18.0,11.9,55,98,8,249,154,1365.2,688,3.4,3.7,0.15,0.274,0.648,,,3.27,3.01,,11.1,,,,,,,,,,,,,,,,,,,,,,,AL,PHA,154,55,98,,,N,N,False
1929,Reds,1740,5881,34,686,618,134,0.07,0.059,0.098,0.295,0.281,0.336,0.379,0.33,81,24.6,-142.4,65.2,11.9,66,88,8,276,155,1369.1,760,2.28,2.71,0.4,0.293,0.647,,,4.41,4.19,,16.0,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,155,66,88,,,N,N,False
1916,Pirates,1737,5766,20,484,406,173,0.064,0.107,0.075,0.27,0.241,0.298,0.316,0.3,88,6.7,-60.1,-21.3,11.8,65,89,7,259,157,1419.2,586,3.78,2.81,0.15,0.264,0.679,,,2.76,2.71,,11.8,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,157,65,89,,,N,N,False
1937,Red Sox,1660,6085,100,819,769,79,0.099,0.092,0.13,0.299,0.281,0.357,0.411,0.356,90,-14.8,-102.1,3.1,11.8,80,72,14,286,154,1366.0,775,4.49,3.93,0.61,0.3,0.677,,,4.49,4.26,,20.1,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,154,80,72,,,N,N,False
2000,Phillies,1954,6273,144,708,668,102,0.097,0.178,0.148,0.29,0.251,0.329,0.4,0.32,83,7.3,-137.5,51.5,11.8,65,97,34,575,162,1438.2,830,7.03,4.0,1.26,0.292,0.705,,,4.79,4.81,,10.9,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,162,65,97,N,N,N,N,False
2000,Brewers,2207,6355,177,740,708,72,0.098,0.196,0.158,0.284,0.246,0.325,0.403,0.319,82,-5.1,-157.3,67.0,11.7,73,89,29,596,163,1466.1,826,5.94,4.47,1.07,0.291,0.716,,,4.63,4.98,,10.3,,,,,,,,,,,,,,,,,,,,,,,NL,Brewers,163,73,89,N,N,N,N,False
1946,Phillies,1817,5771,80,560,516,41,0.072,0.102,0.101,0.279,0.258,0.315,0.359,0.32,90,5.3,-55.7,-4.3,11.7,69,85,23,340,155,1369.0,704,3.22,3.56,0.48,0.283,0.685,,,3.96,3.62,,10.0,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,155,69,85,,,N,N,False
